ID,NUtrision classfication,KULFFI,HS-01,HS-02,HS-03,HS-04,HS-05,HS-06,HS-07,HS-08,HS-09,HS-10,HS-11,HS-12,HS-13,HS-14,HS-15,HS-16,HS-17,HS-18,HS-19,HS-20,HS-21,HS-22,HS-23,HS-24,HS-25,HS-26,HS-27,HS-28,HS-29,HS-30,HS-31,HS-32,HS-33,HS-34,HS-35,HS-36,HS-37,HS-38,HS-39,HS-40,HS-41,HS-42,HS-43,HS-44,HS-45,HS-46,HS-47,HS-48,HS-49,HS-50,HS-51,HS-52
012,Oligosaccharides,KULFFI-12,1.97.E+08,2.05.E+07,1.42.E+07,2.36.E+09,9.27.E+08,4.52.E+08,1.07.E+09,3.82.E+07,3.57.E+07,4.66.E+08,7.62.E+07,4.69.E+07,1.75.E+09,1.66.E+08,2.49.E+07,1.60.E+09,1.73.E+04,2.86.E+08,3.17.E+08,6.71.E+08,1.42.E+09,9.48.E+07,6.74.E+08,3.98.E+04,1.64.E+09,8.30.E+08,7.89.E+08,3.12.E+08,4.02.E+07,4.54.E+08,2.01.E+09,5.05.E+07,3.76.E+08,4.07.E+07,3.49.E+08,1.47.E+09,8.19.E+08,6.36.E+06,1.76.E+08,8.09.E+08,4.18.E+08,2.95.E+09,2.16.E+09,4.79.E+09,2.13.E+09,4.66.E+08,1.73.E+09,2.81.E+09,2.43.E+09,1.13.E+09,3.79.E+09,1.94.E+09
013,Oligosaccharides,KULFFI-13,9.34.E+07,1.83.E+07,3.17.E+07,2.49.E+09,5.33.E+08,4.21.E+08,1.07.E+09,7.57.E+07,1.61.E+07,6.36.E+08,8.30.E+07,7.33.E+07,2.43.E+09,3.41.E+08,1.96.E+07,2.27.E+09,3.14.E+04,4.99.E+08,2.66.E+08,1.37.E+09,9.05.E+08,6.38.E+07,6.14.E+08,3.99.E+04,1.97.E+09,7.10.E+08,1.38.E+09,4.42.E+08,5.50.E+07,5.04.E+08,1.62.E+09,6.67.E+07,5.20.E+08,2.92.E+07,1.90.E+08,1.03.E+09,7.84.E+08,4.82.E+06,3.46.E+08,7.81.E+08,4.81.E+08,2.53.E+09,1.50.E+09,1.84.E+09,2.42.E+09,2.55.E+08,1.29.E+09,3.34.E+09,2.17.E+09,1.94.E+09,4.69.E+09,1.69.E+09
014,Oligosaccharides,KULFFI-14,2.41.E+08,4.47.E+07,6.55.E+07,1.07.E+09,9.81.E+08,5.12.E+08,8.85.E+08,1.21.E+08,7.53.E+07,8.54.E+08,9.63.E+07,7.05.E+07,8.15.E+08,3.31.E+08,4.07.E+07,1.88.E+09,1.95.E+04,3.46.E+08,1.16.E+08,5.95.E+06,1.39.E+09,5.17.E+07,7.57.E+08,4.11.E+04,1.64.E+09,7.81.E+08,7.32.E+08,5.46.E+08,4.28.E+07,2.62.E+08,1.49.E+09,4.55.E+07,3.17.E+08,2.77.E+07,3.28.E+08,9.72.E+08,6.44.E+08,4.30.E+06,3.39.E+08,6.10.E+08,5.68.E+07,2.17.E+09,7.51.E+08,2.01.E+07,2.53.E+09,6.73.E+08,1.69.E+09,2.70.E+09,1.77.E+09,9.34.E+08,4.00.E+09,8.39.E+08
015,Oligosaccharides,KULFFI-15,3.33.E+08,2.73.E+07,8.11.E+07,1.29.E+09,9.49.E+08,7.46.E+08,9.07.E+08,2.17.E+08,1.03.E+08,1.06.E+09,2.45.E+08,1.20.E+08,1.04.E+09,3.08.E+08,2.44.E+07,2.67.E+09,1.21.E+04,4.32.E+08,1.40.E+08,7.32.E+06,1.14.E+09,3.63.E+07,3.91.E+08,2.35.E+04,1.66.E+09,5.61.E+08,1.06.E+09,5.27.E+08,6.87.E+07,1.07.E+08,1.45.E+09,6.68.E+07,3.20.E+08,2.75.E+07,1.70.E+08,9.18.E+08,7.68.E+08,6.47.E+06,3.79.E+08,4.99.E+08,2.62.E+07,1.65.E+09,7.20.E+08,9.10.E+06,2.91.E+09,8.85.E+08,1.84.E+09,2.36.E+09,1.65.E+09,1.56.E+09,3.99.E+09,6.37.E+08
016,Oligosaccharides,Inulin,2.96.E+08,2.50.E+07,5.82.E+07,2.33.E+09,1.35.E+09,7.36.E+08,1.34.E+09,2.02.E+08,8.12.E+07,1.09.E+09,7.40.E+08,6.80.E+07,3.45.E+09,5.28.E+08,2.52.E+08,1.96.E+09,2.82.E+04,5.25.E+08,1.46.E+08,3.10.E+08,1.13.E+09,1.15.E+09,6.61.E+08,4.59.E+04,1.61.E+09,1.05.E+09,7.44.E+08,2.36.E+08,5.72.E+07,1.60.E+09,2.01.E+09,5.49.E+07,3.74.E+08,2.34.E+07,4.95.E+08,1.10.E+09,1.16.E+09,7.17.E+06,5.02.E+08,9.35.E+08,1.26.E+09,3.77.E+09,2.38.E+09,4.01.E+07,4.12.E+09,4.16.E+08,2.29.E+09,2.63.E+09,2.68.E+09,1.23.E+09,6.49.E+09,1.23.E+09
017,Oligosaccharides,KULFFI-17,2.38.E+08,2.00.E+07,6.29.E+07,1.50.E+09,1.14.E+09,5.51.E+08,9.09.E+08,1.92.E+08,5.76.E+07,5.51.E+08,9.12.E+07,1.08.E+08,9.37.E+08,2.77.E+08,2.31.E+07,1.54.E+09,2.82.E+04,2.98.E+08,1.35.E+08,3.94.E+07,1.63.E+09,4.75.E+07,3.76.E+08,3.12.E+04,1.15.E+09,6.38.E+08,8.28.E+08,4.66.E+08,5.96.E+07,3.13.E+08,1.58.E+09,4.47.E+07,3.22.E+08,2.57.E+07,1.33.E+08,7.32.E+08,7.76.E+08,4.02.E+06,3.68.E+08,4.56.E+08,6.34.E+07,2.05.E+09,1.46.E+09,2.44.E+07,4.23.E+09,5.12.E+08,1.14.E+09,2.72.E+09,1.73.E+09,7.08.E+08,3.18.E+09,3.75.E+08
018,Oligosaccharides,Resistant maltodextrin,1.49.E+08,1.04.E+07,2.80.E+07,1.77.E+09,7.58.E+08,2.51.E+08,9.19.E+08,1.05.E+08,3.85.E+07,6.18.E+08,1.16.E+08,4.50.E+07,1.09.E+09,2.28.E+08,2.08.E+07,1.75.E+09,9.41.E+03,2.54.E+08,1.94.E+08,7.70.E+08,6.97.E+08,1.11.E+08,4.97.E+08,4.49.E+04,1.77.E+09,6.37.E+08,9.70.E+08,3.31.E+08,5.53.E+07,5.50.E+08,1.69.E+09,3.21.E+07,4.39.E+08,2.60.E+07,2.23.E+08,7.45.E+08,7.41.E+08,5.84.E+06,2.92.E+08,8.73.E+08,2.29.E+08,2.03.E+09,1.39.E+09,2.01.E+09,2.06.E+09,4.54.E+08,1.50.E+09,2.61.E+09,1.53.E+09,1.33.E+09,2.03.E+09,8.15.E+08
019,Oligosaccharides,KULFFI-19,8.18.E+07,2.11.E+07,4.48.E+07,1.34.E+09,1.17.E+09,4.18.E+08,9.86.E+08,1.21.E+08,4.15.E+07,4.13.E+08,2.32.E+08,6.54.E+07,8.26.E+08,2.18.E+08,2.19.E+07,2.10.E+09,1.41.E+04,2.30.E+08,1.83.E+08,2.58.E+07,1.23.E+09,2.78.E+07,3.50.E+08,3.21.E+04,1.84.E+09,7.16.E+08,1.16.E+09,2.29.E+08,5.61.E+07,2.23.E+08,1.98.E+09,4.11.E+07,4.40.E+08,3.17.E+07,1.00.E+08,9.08.E+08,6.42.E+08,7.34.E+06,2.07.E+08,6.65.E+08,6.24.E+07,2.07.E+09,9.68.E+08,1.18.E+09,3.76.E+09,1.19.E+09,1.44.E+09,2.77.E+09,1.82.E+09,1.18.E+09,2.59.E+09,1.24.E+09
020,Disaccharides,KULFFI-20,1.96.E+08,2.49.E+07,2.42.E+07,2.15.E+09,1.05.E+09,3.98.E+08,1.28.E+09,6.48.E+07,1.30.E+08,7.60.E+08,2.56.E+07,8.89.E+07,1.07.E+09,1.57.E+08,1.72.E+07,1.67.E+09,1.06.E+04,2.83.E+08,1.42.E+08,2.46.E+07,1.59.E+09,5.03.E+07,9.66.E+08,4.65.E+04,1.88.E+09,8.10.E+08,1.24.E+09,3.42.E+08,5.75.E+07,4.01.E+08,1.68.E+09,6.26.E+07,4.54.E+08,4.27.E+07,2.81.E+08,1.97.E+09,1.04.E+09,5.37.E+06,4.19.E+08,1.31.E+09,1.10.E+08,2.66.E+09,1.39.E+09,5.62.E+07,4.10.E+09,1.10.E+09,3.18.E+09,3.55.E+09,2.37.E+09,1.24.E+09,2.80.E+09,3.26.E+09
021,Disaccharides,KULFFI-21,1.80.E+08,2.06.E+07,3.63.E+07,1.35.E+09,1.01.E+09,5.30.E+08,7.54.E+08,1.00.E+08,4.23.E+07,5.32.E+08,5.30.E+07,7.14.E+07,8.09.E+08,2.22.E+08,2.20.E+07,1.93.E+09,1.24.E+04,2.32.E+08,9.11.E+07,8.14.E+07,1.14.E+09,6.89.E+07,3.81.E+08,1.89.E+04,1.44.E+09,3.93.E+08,7.88.E+08,5.27.E+07,3.81.E+07,3.49.E+08,1.48.E+09,2.95.E+07,2.89.E+08,3.23.E+07,2.81.E+08,9.67.E+08,3.19.E+08,2.21.E+06,3.55.E+08,5.68.E+08,5.34.E+07,1.75.E+09,4.92.E+08,2.03.E+08,1.81.E+09,3.34.E+08,2.01.E+09,2.14.E+09,1.42.E+09,7.95.E+08,4.89.E+09,8.55.E+08
