ID,NUtrision classfication,KULFFI,HS-01,HS-02,HS-03,HS-04,HS-05,HS-06,HS-07,HS-08,HS-09,HS-10,HS-11,HS-12,HS-13,HS-14,HS-15,HS-16,HS-17,HS-18,HS-19,HS-20,HS-21,HS-22,HS-23,HS-24,HS-25,HS-26,HS-27,HS-28,HS-29,HS-30,HS-31,HS-32,HS-33,HS-34,HS-35,HS-36,HS-37,HS-38,HS-39,HS-40,HS-41,HS-42,HS-43,HS-44,HS-45,HS-46,HS-47,HS-48,HS-49,HS-50,HS-51,HS-52
020,Disaccharides,KULFFI-20,2.74.E+09,4.44.E+08,6.44.E+08,8.06.E+08,9.50.E+08,3.57.E+08,5.66.E+08,6.98.E+08,3.42.E+08,4.36.E+08,3.09.E+08,5.06.E+08,2.99.E+08,4.78.E+08,1.16.E+09,4.82.E+08,1.08.E+09,8.82.E+08,1.41.E+08,3.35.E+07,3.90.E+08,4.55.E+08,1.27.E+09,4.55.E+08,6.96.E+08,9.21.E+08,1.14.E+09,3.31.E+08,7.72.E+08,4.57.E+08,7.31.E+08,8.83.E+08,6.55.E+08,1.81.E+08,2.94.E+08,4.76.E+08,5.02.E+08,7.41.E+08,4.85.E+08,5.28.E+08,4.00.E+07,3.73.E+08,2.05.E+08,4.46.E+07,6.37.E+08,1.04.E+09,1.06.E+09,1.14.E+09,4.65.E+08,7.31.E+08,1.17.E+09,3.32.E+08
021,Disaccharides,KULFFI-21,2.06.E+09,4.31.E+08,4.85.E+08,9.46.E+08,1.38.E+09,4.18.E+08,4.00.E+08,5.06.E+08,2.72.E+08,3.62.E+08,4.17.E+08,4.82.E+08,4.13.E+08,5.95.E+08,1.12.E+09,6.83.E+08,1.10.E+09,1.08.E+09,1.03.E+08,1.43.E+07,1.73.E+08,2.61.E+08,8.18.E+08,1.79.E+08,4.51.E+08,7.47.E+08,6.87.E+08,9.76.E+07,3.62.E+08,2.07.E+08,5.14.E+08,7.43.E+08,4.96.E+08,1.36.E+08,2.96.E+08,3.58.E+08,3.02.E+08,5.10.E+08,3.77.E+08,3.14.E+08,3.46.E+07,2.60.E+08,1.60.E+08,3.11.E+07,3.82.E+08,7.16.E+08,7.79.E+08,7.89.E+08,2.81.E+08,5.06.E+08,9.70.E+08,2.59.E+08
022,Disaccharides,KULFFI-22,2.43.E+09,4.34.E+08,4.51.E+08,1.03.E+09,9.16.E+08,5.26.E+08,5.64.E+08,4.88.E+08,3.56.E+08,4.28.E+08,3.31.E+08,6.29.E+08,3.18.E+08,5.11.E+08,9.87.E+08,3.68.E+08,9.56.E+08,1.23.E+09,1.16.E+08,3.34.E+07,3.55.E+08,3.68.E+08,9.28.E+08,4.57.E+08,7.40.E+08,9.61.E+08,9.72.E+08,4.84.E+08,6.03.E+08,4.43.E+07,8.61.E+08,9.76.E+08,6.47.E+08,1.80.E+08,2.12.E+08,4.06.E+08,4.96.E+08,7.53.E+08,4.64.E+08,5.06.E+08,3.60.E+07,3.00.E+08,3.69.E+08,5.13.E+07,5.55.E+08,8.70.E+08,1.02.E+09,1.10.E+09,3.82.E+08,6.37.E+08,1.15.E+09,3.28.E+08
023,Disaccharides,KULFFI-23,2.01.E+09,3.82.E+08,5.38.E+08,9.83.E+08,7.52.E+08,4.19.E+08,4.86.E+08,4.84.E+08,2.73.E+08,3.87.E+08,1.94.E+08,5.33.E+08,3.72.E+08,1.01.E+09,1.22.E+09,5.11.E+08,9.45.E+08,9.01.E+08,9.53.E+07,2.82.E+07,2.68.E+08,3.54.E+08,1.15.E+09,4.65.E+08,5.86.E+08,8.41.E+08,8.35.E+08,3.94.E+08,6.31.E+08,3.37.E+07,6.76.E+08,8.01.E+08,6.33.E+08,1.69.E+08,2.01.E+08,3.84.E+08,4.44.E+08,6.92.E+08,3.95.E+08,5.12.E+08,3.26.E+07,2.71.E+08,2.90.E+08,2.51.E+07,4.70.E+08,8.03.E+08,9.09.E+08,7.49.E+08,2.91.E+08,5.21.E+08,1.09.E+09,2.77.E+08
024,Disaccharides,KULFFI-24,2.05.E+09,4.68.E+08,5.27.E+08,1.08.E+09,7.83.E+08,3.91.E+08,5.22.E+08,5.98.E+08,3.21.E+08,6.47.E+08,2.91.E+08,6.38.E+08,3.96.E+08,8.13.E+08,1.35.E+09,4.66.E+08,1.12.E+09,1.45.E+09,1.86.E+08,4.52.E+07,3.10.E+08,2.54.E+08,7.57.E+08,3.85.E+08,6.19.E+08,9.66.E+08,1.01.E+09,3.92.E+08,6.66.E+08,3.44.E+08,6.47.E+08,1.05.E+09,6.31.E+08,1.64.E+08,3.52.E+08,4.38.E+08,4.47.E+08,7.00.E+08,3.72.E+08,4.42.E+08,3.50.E+07,2.81.E+08,2.37.E+08,3.20.E+07,5.35.E+08,8.98.E+08,8.41.E+08,1.05.E+09,4.03.E+08,5.58.E+08,1.18.E+09,2.26.E+08
025,Disaccharides,KULFFI-25,1.59.E+09,4.17.E+08,5.32.E+08,9.69.E+08,8.44.E+08,4.54.E+08,5.38.E+08,6.81.E+08,2.88.E+08,6.42.E+08,2.94.E+08,5.80.E+08,3.84.E+08,7.45.E+08,1.08.E+09,4.29.E+08,1.07.E+09,1.26.E+09,2.35.E+08,3.02.E+07,3.56.E+08,3.15.E+08,8.32.E+08,4.62.E+08,7.73.E+08,1.09.E+09,9.12.E+08,3.47.E+08,7.05.E+08,4.69.E+08,6.17.E+08,9.30.E+08,5.92.E+08,1.44.E+08,2.68.E+08,3.18.E+08,5.82.E+08,5.85.E+08,6.66.E+08,3.44.E+08,3.68.E+07,3.27.E+08,2.49.E+08,2.75.E+07,5.57.E+08,6.91.E+08,9.97.E+08,1.09.E+09,3.64.E+08,6.63.E+08,1.15.E+09,2.99.E+08
026,Monosaccharides/Polyols,KULFFI-26,1.53.E+09,4.19.E+08,5.01.E+08,1.25.E+09,8.97.E+08,4.25.E+08,5.24.E+08,8.17.E+08,2.98.E+08,4.38.E+08,2.68.E+08,5.06.E+08,3.47.E+08,7.49.E+08,9.15.E+08,4.05.E+08,7.73.E+08,1.10.E+09,1.66.E+08,5.46.E+07,6.71.E+08,5.25.E+08,9.79.E+08,4.56.E+08,6.58.E+08,1.05.E+09,8.95.E+08,4.95.E+08,6.23.E+08,3.97.E+08,5.58.E+08,1.05.E+09,7.16.E+08,1.58.E+08,2.33.E+08,3.94.E+08,4.76.E+08,6.42.E+08,5.05.E+08,2.81.E+08,4.80.E+07,3.35.E+08,2.77.E+08,3.94.E+08,5.36.E+08,7.63.E+08,8.32.E+08,8.24.E+08,3.26.E+08,5.74.E+08,1.05.E+09,2.70.E+08
027,Monosaccharides/Polyols,KULFFI-27,3.73.E+09,3.80.E+08,5.83.E+08,1.13.E+09,6.52.E+08,4.54.E+08,5.80.E+08,6.91.E+08,1.79.E+08,7.52.E+08,2.04.E+08,5.94.E+08,3.36.E+08,1.17.E+09,1.80.E+09,6.82.E+08,1.54.E+09,1.21.E+09,1.44.E+08,2.59.E+07,2.26.E+08,2.95.E+08,1.08.E+09,3.35.E+08,6.72.E+08,9.35.E+08,6.73.E+08,7.90.E+08,8.68.E+08,3.23.E+07,1.37.E+09,9.74.E+08,5.84.E+08,1.47.E+08,2.08.E+08,3.44.E+08,4.31.E+08,7.82.E+08,6.43.E+08,4.39.E+08,3.47.E+07,2.73.E+08,2.72.E+08,2.52.E+07,5.78.E+08,9.95.E+08,8.76.E+08,9.59.E+08,4.10.E+08,7.72.E+08,1.17.E+09,2.74.E+08
028,Monosaccharides/Polyols,KULFFI-28,1.21.E+09,4.55.E+08,6.09.E+08,1.37.E+09,8.67.E+08,3.66.E+08,5.45.E+08,7.24.E+08,3.68.E+08,3.90.E+08,4.06.E+08,5.26.E+08,5.06.E+08,5.76.E+08,7.47.E+08,5.17.E+08,6.89.E+08,1.07.E+09,3.77.E+08,1.10.E+08,7.17.E+08,4.61.E+08,7.61.E+08,3.14.E+08,7.41.E+08,9.96.E+08,8.35.E+08,1.65.E+08,4.04.E+08,4.91.E+08,6.57.E+08,9.32.E+08,7.40.E+08,1.34.E+08,2.93.E+08,4.91.E+08,5.06.E+08,7.11.E+08,6.36.E+08,3.65.E+08,1.17.E+08,2.76.E+08,2.03.E+08,5.39.E+08,6.35.E+08,7.67.E+08,9.87.E+08,1.16.E+09,4.95.E+08,7.35.E+08,1.10.E+09,4.86.E+08
029,Monosaccharides/Polyols,Erythritol,1.48.E+09,3.91.E+08,6.61.E+08,1.28.E+09,8.65.E+08,4.25.E+08,5.96.E+08,9.44.E+08,2.16.E+08,3.97.E+08,3.84.E+08,5.35.E+08,5.54.E+08,6.16.E+08,8.49.E+08,6.67.E+08,1.06.E+09,1.11.E+09,4.08.E+08,1.66.E+08,8.00.E+08,5.44.E+08,1.23.E+09,2.49.E+08,7.22.E+08,9.99.E+08,9.94.E+08,1.54.E+08,4.01.E+08,6.18.E+08,5.29.E+08,1.02.E+09,6.49.E+08,1.93.E+08,4.37.E+08,5.48.E+08,4.24.E+08,6.53.E+08,6.63.E+08,4.68.E+08,1.56.E+08,5.09.E+08,2.48.E+08,5.17.E+08,6.82.E+08,9.15.E+08,1.16.E+09,1.28.E+09,6.23.E+08,7.93.E+08,1.16.E+09,5.89.E+08
