ID,NUtrision classfication,KULFFI,HS-01,HS-02,HS-03,HS-04,HS-05,HS-06,HS-07,HS-08,HS-09,HS-10,HS-11,HS-12,HS-13,HS-14,HS-15,HS-16,HS-17,HS-18,HS-19,HS-20,HS-21,HS-22,HS-23,HS-24,HS-25,HS-26,HS-27,HS-28,HS-29,HS-30,HS-31,HS-32,HS-33,HS-34,HS-35,HS-36,HS-37,HS-38,HS-39,HS-40,HS-41,HS-42,HS-43,HS-44,HS-45,HS-46,HS-47,HS-48,HS-49,HS-50,HS-51,HS-52
010,Polysaccharides,KULFFI-10,4.32.E+06,1.31.E+07,1.32.E+07,5.46.E+07,9.52.E+06,,,2.51.E+07,4.59.E+07,3.13.E+06,1.27.E+07,2.63.E+07,3.02.E+07,1.34.E+07,1.69.E+07,1.14.E+07,,1.72.E+07,4.97.E+07,,1.93.E+07,,3.32.E+06,1.78.E+07,3.91.E+07,3.08.E+07,3.03.E+07,6.77.E+06,3.56.E+05,5.09.E+07,5.10.E+07,2.80.E+07,1.31.E+07,2.81.E+05,1.46.E+07,9.32.E+05,1.70.E+07,6.29.E+07,2.16.E+07,,5.09.E+06,3.32.E+07,2.12.E+07,1.85.E+07,1.26.E+07,2.26.E+06,2.13.E+07,2.96.E+07,1.51.E+07,1.20.E+06,2.63.E+07,8.79.E+05
011,Polysaccharides,KULFFI-11,2.38.E+06,1.00.E+07,5.70.E+06,3.31.E+07,9.93.E+06,,,2.43.E+07,5.15.E+07,#VALUE!,7.96.E+06,2.34.E+07,2.28.E+07,8.68.E+06,1.59.E+07,1.85.E+07,,1.86.E+07,2.08.E+07,,5.98.E+06,,6.51.E+06,1.57.E+07,2.37.E+07,1.27.E+07,6.29.E+06,1.47.E+06,2.41.E+05,1.55.E+07,1.86.E+07,7.37.E+06,3.59.E+06,Undetermined,7.58.E+06,Undetermined,5.16.E+06,3.19.E+07,8.51.E+06,,5.41.E+06,2.53.E+06,4.65.E+06,4.98.E+06,2.29.E+06,Undetermined,2.24.E+06,1.77.E+06,8.52.E+05,Undetermined,3.43.E+06,Undetermined
012,Oligosaccharides,KULFFI-12,1.34.E+07,1.84.E+07,2.22.E+07,9.25.E+07,4.60.E+07,,,6.76.E+07,6.74.E+07,4.57.E+06,3.90.E+06,4.54.E+07,5.89.E+07,3.00.E+07,2.54.E+07,1.45.E+07,,1.38.E+07,1.16.E+08,,1.67.E+07,,8.20.E+06,2.39.E+07,4.33.E+07,1.76.E+07,1.10.E+07,3.58.E+06,3.17.E+05,1.33.E+07,1.40.E+07,1.81.E+07,9.26.E+06,3.18.E+05,1.21.E+07,Undetermined,1.20.E+07,4.51.E+07,1.24.E+07,,1.09.E+07,2.05.E+07,1.63.E+07,4.77.E+06,1.71.E+07,4.60.E+05,7.84.E+06,1.42.E+07,6.28.E+06,4.17.E+05,1.05.E+07,Undetermined
013,Oligosaccharides,KULFFI-13,1.77.E+07,2.51.E+07,2.11.E+07,6.69.E+07,2.50.E+07,,,4.79.E+07,5.99.E+07,8.36.E+06,4.39.E+06,6.05.E+07,6.31.E+07,4.26.E+07,1.99.E+07,2.18.E+07,,2.83.E+07,1.12.E+08,,1.25.E+07,,8.37.E+06,2.44.E+07,7.17.E+07,2.56.E+07,1.59.E+07,5.51.E+06,1.68.E+06,3.33.E+07,2.33.E+07,2.02.E+07,1.23.E+07,5.51.E+05,1.43.E+07,4.70.E+05,1.51.E+07,5.90.E+07,1.85.E+07,,2.41.E+07,2.27.E+07,1.86.E+07,1.34.E+07,2.30.E+07,4.67.E+05,1.61.E+07,1.84.E+07,3.63.E+07,5.60.E+05,1.97.E+07,Undetermined
014,Oligosaccharides,KULFFI-14,6.99.E+06,2.53.E+07,1.54.E+07,7.85.E+06,2.88.E+07,,,5.02.E+07,3.79.E+07,5.17.E+06,4.33.E+06,5.00.E+07,1.91.E+07,2.95.E+07,1.39.E+07,2.00.E+07,,1.43.E+07,3.07.E+07,,8.68.E+06,,1.40.E+07,2.94.E+07,7.15.E+07,2.19.E+07,2.10.E+07,7.46.E+06,9.81.E+05,1.82.E+07,2.56.E+07,2.45.E+07,1.34.E+07,6.54.E+05,1.62.E+07,4.54.E+05,2.18.E+07,6.81.E+07,2.87.E+07,,6.19.E+06,1.64.E+07,5.38.E+06,Undetermined,2.30.E+07,1.06.E+06,9.65.E+06,2.02.E+07,5.82.E+07,5.87.E+05,1.05.E+07,Undetermined
015,Oligosaccharides,KULFFI-15,8.14.E+06,1.13.E+07,1.56.E+07,1.16.E+07,1.98.E+07,,,4.12.E+07,3.59.E+07,2.91.E+06,9.09.E+06,2.31.E+07,9.83.E+06,1.47.E+07,6.94.E+06,1.48.E+07,,1.81.E+07,1.97.E+07,,1.06.E+07,,1.13.E+07,3.39.E+07,8.24.E+07,2.83.E+07,2.34.E+07,1.29.E+07,1.72.E+06,2.45.E+06,3.50.E+07,3.98.E+07,1.31.E+07,7.05.E+05,1.75.E+07,4.91.E+05,2.45.E+07,7.31.E+07,3.53.E+07,,7.05.E+05,1.65.E+07,9.48.E+06,Undetermined,3.10.E+07,1.13.E+06,9.20.E+06,2.64.E+07,8.30.E+07,9.02.E+05,8.25.E+06,Undetermined
016,Oligosaccharides,Inulin,4.99.E+06,6.93.E+06,7.12.E+06,2.03.E+07,1.50.E+07,,,3.38.E+07,2.76.E+07,1.95.E+06,7.98.E+06,2.15.E+07,1.27.E+07,1.36.E+07,8.58.E+06,9.89.E+06,,1.57.E+07,1.97.E+07,,1.68.E+07,,1.36.E+07,5.20.E+07,1.02.E+08,4.51.E+07,6.46.E+07,1.25.E+07,6.14.E+06,4.23.E+07,5.61.E+07,4.71.E+07,2.22.E+07,7.92.E+05,2.58.E+07,1.28.E+06,5.03.E+07,1.18.E+08,6.96.E+07,,3.24.E+07,3.91.E+07,2.88.E+07,Undetermined,5.73.E+07,3.37.E+06,1.88.E+07,4.07.E+07,3.27.E+07,2.83.E+06,2.68.E+07,Undetermined
017,Oligosaccharides,KULFFI-17,3.89.E+06,1.49.E+07,1.71.E+07,2.41.E+07,2.35.E+07,,,5.79.E+07,3.86.E+07,3.83.E+06,2.06.E+06,2.88.E+07,1.56.E+07,1.85.E+07,1.15.E+07,1.46.E+07,,1.73.E+07,3.02.E+07,,2.42.E+07,,2.76.E+07,5.76.E+07,1.13.E+08,4.77.E+07,3.89.E+07,7.89.E+06,2.58.E+06,3.47.E+07,5.66.E+07,4.25.E+07,2.07.E+07,6.63.E+05,1.48.E+07,6.03.E+05,3.43.E+07,1.00.E+08,4.03.E+07,,1.64.E+07,3.40.E+07,2.19.E+07,Undetermined,6.17.E+07,1.62.E+06,9.65.E+06,4.83.E+07,2.40.E+07,1.43.E+06,1.57.E+07,Undetermined
018,Oligosaccharides,Resistant maltodextrin,8.87.E+06,2.25.E+07,2.30.E+07,8.69.E+07,4.50.E+07,,,5.62.E+07,7.79.E+07,8.45.E+06,5.21.E+06,4.59.E+07,2.85.E+07,1.65.E+07,2.32.E+07,2.49.E+07,,1.70.E+07,5.30.E+07,,2.50.E+07,,1.95.E+07,1.05.E+08,1.33.E+08,3.84.E+07,3.82.E+07,1.34.E+07,1.37.E+06,3.83.E+07,4.32.E+07,3.01.E+07,1.46.E+07,5.82.E+05,1.15.E+07,7.73.E+05,3.75.E+07,7.89.E+07,3.78.E+07,,3.19.E+07,4.45.E+07,3.59.E+07,2.27.E+07,3.90.E+07,2.21.E+06,1.72.E+07,4.58.E+07,1.02.E+07,1.21.E+06,2.39.E+07,Undetermined
019,Oligosaccharides,KULFFI-19,1.25.E+07,3.91.E+07,3.37.E+07,4.57.E+07,7.51.E+07,,,9.93.E+07,8.80.E+07,7.62.E+06,3.84.E+07,6.21.E+07,3.52.E+07,3.32.E+07,1.85.E+07,4.41.E+07,,3.18.E+07,9.60.E+07,,1.07.E+07,,2.50.E+07,3.88.E+07,8.58.E+07,1.62.E+07,3.08.E+07,6.25.E+06,1.03.E+06,1.12.E+07,3.47.E+07,2.42.E+07,9.68.E+06,3.79.E+05,8.73.E+06,Undetermined,2.11.E+07,4.52.E+07,1.99.E+07,,9.01.E+06,2.42.E+07,1.23.E+07,9.37.E+06,3.82.E+07,1.40.E+06,8.90.E+06,2.59.E+07,2.05.E+07,1.54.E+06,6.12.E+06,Undetermined
